smiles,IC50(nM)
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(cc1)C(F)(F)F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccccc1Cl,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(Cl)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccccc1C#N,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc2ccccc2c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccccc1[N+]([O-])=O,986
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(cc1)[N+]([O-])=O,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(F)c(F)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(F)ccc1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(F)cc(F)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc2ccccc12,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(F)cc1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(C)cc(C)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccccc1C(F)(F)F,10050
COC(=O)c1ccc(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)cc1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(Cl)cc1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(Cl)c(Cl)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(C)c1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(F)c1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(Cl)c1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(c1)C(=O)c1ccccc1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc2cccnc12,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(F)cc1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(c1)[N+]([O-])=O,550
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(Oc2ccccc2F)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(Oc2ccc(F)cc2)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(ccc1F)C(F)(F)F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(F)cc(c1)C(F)(F)F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(OC(F)(F)F)c1,828
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc2nc(cc(Cl)c2c1)C(F)(F)F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(cc1)S(C)(=O)=O,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccccc1OC(F)F,10050
COc1cccc(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccccc1OC(F)(F)F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(OC(F)F)cc1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(cc1)-c1ccccc1C#N,10050
COc1ccc(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)cc1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(F)cc(Cl)c1,10050
COc1ccc(F)c(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)c1F,10050
COc1cc(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)ccc1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(C)ccc1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(ccc1F)C#N,81.2
COc1cc(F)cc(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(Br)cc1C#N,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc2[nH]ncc2c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc2n(ncc2c1)C1CCCCO1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccncn1,10050
COC(=O)Cc1cccc(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc2cn[nH]c2c1,10050
COC(=O)c1ccc(F)c(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3)c2C)cc1OCc1noc(C)n1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(c1)C(=O)OC(C)(C)C,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(F)cc(OC(F)(F)F)c1,10050
COc1cc(COc2cc(OCc3cccc(c3C)-c3ccccc3)ccc2CNCCNC(C)=O)cc(OC)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(F)c(C)c1,624
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(Cl)ccc1F,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(F)c(Cl)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccncc1,550
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(c1)-n1cccc1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cc(C)cc(F)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1ccc(F)c(c1)C#N,550
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(OC(F)F)c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccnc1,550
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1nccc2ccccc12,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OCc1cccc(NC(=O)OC(C)(C)C)c1,14250
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)cc1OC[C@@H]1CCC(=O)N1 |r|,550
Cc1c(COc2ccc(CNC[C@@H](O)CC(O)=O)c(OCc3cccc(c3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cccc(c3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,5.3
C[C@H](O)[C@@H](NCc1ccc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2ccc(CNC(C)(CO)C(O)=O)c(OCc3cccc(c3)C#N)c2)cccc1-c1ccc2OCCOc2c1,5.3
C[C@@H](O)[C@@H](NCc1ccc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2ccc(CN[C@H](CO)CC(O)=O)c(OCc3cccc(c3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2ccc(CN[C@](C)(CO)C(O)=O)c(OCc3cccc(c3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2ccc(CN[C@@](C)(CO)C(O)=O)c(OCc3cccc(c3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2ccc(CN[C@@H](CO)CC(O)=O)c(OCc3cccc(c3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,5.3
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cc(ccn1)C#N,550
Cc1c(COc2ccc(CN[C@](C)(CO)C(O)=O)c(OCc3cc(ccn3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2ccc(CN3CCCC[C@H]3C(O)=O)c(OCc3cc(ccn3)C#N)c2)cccc1-c1ccc2OCCOc2c1 |r|,550
COc1cc(OCc2cccc(c2C)-c2ccccc2)cc(OCc2cccc(c2)C#N)c1CNC[C@@H](O)CC(O)=O |r|,5.3
COc1cc(OCc2cccc(c2C)-c2ccccc2)cc(OCc2cccc(c2)C#N)c1CN[C@H](CO)C(O)=O |r|,5.3
COc1cc(OCc2cccc(c2C)-c2ccccc2)cc(OCc2cccc(c2)C#N)c1CN[C@H]([C@H](C)O)C(O)=O |r|,5.3
COc1cc(OCc2cccc(c2C)-c2ccccc2)cc(OCc2cccc(c2)C#N)c1CN[C@@H]([C@H](C)O)C(O)=O |r|,5.3
COc1cc(OCc2cccc(c2C)-c2ccccc2)cc(OCc2cccc(c2)C#N)c1CNC(C)(CO)C(O)=O,5.3
COc1cc(OCc2cccc(c2C)-c2ccccc2)cc(OCc2cccc(c2)C#N)c1CN[C@H]([C@@H](C)O)C(O)=O |r|,550
COc1cc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc(OCc2cccc(c2)C#N)c1CN[C@H](CO)C(O)=O |r|,5.3
COc1cc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc(OCc2cccc(c2)C#N)c1CNC[C@@H](O)CC(O)=O |r|,5.3
COc1cc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc(OCc2cccc(c2)C#N)c1CN[C@@H](CO)C(O)=O |r|,5.3
COc1cc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc(OCc2cccc(c2)C#N)c1CN[C@@](C)(CO)C(O)=O |r|,5.3
Cc1c(COc2ccc(CN[C@H](CO)C(O)=O)c(OCCCCC#N)c2)cccc1-c1ccccc1 |r|,5.3
Cc1c(COc2ccc(CNC[C@@H](O)CC(O)=O)c(OCCCCC#N)c2)cccc1-c1ccccc1 |r|,5.3
OC(=O)[C@@H]1CCCCN1Cc1ccc(OCc2cccc(c2Cl)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N |r|,550
OC[C@@H](NCc1ccc(OCc2cccc(c2Cl)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
O[C@H](CNCc1ccc(OCc2cccc(c2Cl)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)CC(O)=O |r|,5.3
C[C@](CO)(NCc1ccc(OCc2cccc(c2Cl)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
C[C@@](CO)(NCc1ccc(OCc2cccc(c2Cl)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
CC(=O)NCCNCc1ccc(OCc2cccc(c2Cl)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N,550
Cc1cc(CNCCO)c(OCc2cncc(c2)C#N)cc1OCc1cccc(c1Cl)-c1ccc2OCCOc2c1,5.3
Cc1cc(CN2CCCC[C@H]2C(O)=O)c(OCc2cncc(c2)C#N)cc1OCc1cccc(c1Cl)-c1ccc2OCCOc2c1 |r|,5.3
Cc1cc(CN[C@H](CO)C(O)=O)c(OCc2cncc(c2)C#N)cc1OCc1cccc(c1Cl)-c1ccc2OCCOc2c1 |r|,5.3
Cc1cc(CN[C@@](C)(CO)C(O)=O)c(OCc2cncc(c2)C#N)cc1OCc1cccc(c1Cl)-c1ccc2OCCOc2c1 |r|,5.3
Cc1cc(CN2CCCC[C@@H]2C(O)=O)c(OCc2cncc(c2)C#N)cc1OCc1cccc(c1Cl)-c1ccc2OCCOc2c1 |r|,5.3
Cc1cc(CN[C@](C)(CO)C(O)=O)c(OCc2cncc(c2)C#N)cc1OCc1cccc(c1Cl)-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@H](CO)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](CC(O)=O)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3cccc(O)c3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
CSC[C@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](C(O)=O)c3ccc(O)cc3)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(C(O)=O)C(F)(F)F)cc2Cl)cccc1-c1ccc2OCCOc2c1,10050
C[C@@H](O)[C@@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3c[nH]cn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CCCC3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3c[nH]c4ccc(O)cc34)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3cn(C)c4ccccc34)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,10050
C[C@@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNCCO)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN(Cc3ccccc3)[C@@H](CO)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
CN(C)CC(NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O,5.3
CN(C)CCCC[C@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
C[S+]([O-])CC[C@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@H](CC(O)=O)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](Cc3cn(C)cn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC3(CC3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3nccs3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
COC(C)(C)C(NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](CC#N)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3ccccc3O)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(CCS(C)(=O)=O)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
CN(Cc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)[C@@H](CO)C(O)=O |r|,5.3
COCC(NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3c[nH]c4ncccc34)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](Cc3cn(Cc4ccccc4)cn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3ccc(O)cc3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
CC(N(C)Cc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O,5.3
C[C@H](O)[C@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CCC[C@H]([C@H]3C(O)=O)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(C)(Cc3c[nH]cn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(Cc3c[nH]c4ccccc34)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,10050
CC[C@@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@H](COCc3ccccc3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
C[C@H](O)[C@@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3C[C@@H](O)C[C@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3C[C@H](O)C[C@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,1.85
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CCCC[C@@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3C[C@@H](O)C[C@@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](CCS(C)(=O)=O)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
CC[C@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
CSCC[C@H](NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O |r|,550
CN(Cc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)[C@@H](CC(O)=O)C(O)=O |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CC[C@@H](O)[C@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@H](CCO)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,2.71
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@H](Cc3cscn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](Cc3cncn3C)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](Cc3cscn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(C(O)=O)C(C)(C)O)cc2Cl)cccc1-c1ccc2OCCOc2c1,12.7
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(C(O)=O)c3c[nH]c4ccccc34)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNCC(O)CN3CCOCC3)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CCOCC3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
CC(C)C(CO)(NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3C[C@H](F)C[C@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(CC(F)(F)F)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,10050
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](Cc3cccc(c3)C#N)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNC(CO)(Cc3ccccc3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,10.1
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CC[C@H](O)[C@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
CN1CCC(CC1)(NCc1cc(Cl)c(OCc2cccc(c2C)-c2ccc3OCCOc3c2)cc1OCc1cccc(c1)C#N)C(O)=O,6.07
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](Cc3ccccn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CCSC[C@@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
CN1CCN(CC(C)(C)NCc2cc(Cl)c(OCc3cccc(c3C)-c3ccc4OCCOc4c3)cc2OCc2cccc(c2)C#N)CC1,5.3
CN1CCN(Cc2cc(Cl)c(OCc3cccc(c3C)-c3ccc4OCCOc4c3)cc2OCc2cccc(c2)C#N)C(C1)C(O)=O,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNCC(O)CN3CCCC3=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CCc4nc[nH]c4C3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@@H](Cn3ncnn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,10050
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN[C@H](Cc3cn(Cc4ccccc4)cn3)C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,550
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CNCc3nnn[nH]3)cc2Cl)cccc1-c1ccc2OCCOc2c1,5.3
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3CCCC[C@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1 |r|,5.3
Cc1c(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccccc1 |r|,10050
Cc1c(COc2ccc(CNC[C@@H](O)CC(O)=O)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccccc1 |r|,10050
Cc1c(COc2ccc(CN3CCCC[C@H]3C(O)=O)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccccc1 |r|,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccccc2)c(Cl)c1OCc1cccc(c1)C#N,10050
Cc1c(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccc2OCCOc2c1 |r|,10050
Cc1c(COc2ccc(CN3CCCCC3)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccc2OCCOc2c1,10050
CC(=O)NCCNCc1ccc(OCc2cccc(c2C)-c2ccc3OCCOc3c2)c(Cl)c1OCc1cccc(c1)C#N,10050
Cc1c(COc2ccc(CN[C@@](C)(CO)C(O)=O)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccc2OCCOc2c1 |r|,10050
Cc1c(COc2ccc(CN[C@](C)(CO)C(O)=O)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccc2OCCOc2c1 |r|,149
Cc1c(COc2ccc(CNC[C@@H](O)CC(O)=O)c(OCc3cccc(c3)C#N)c2Cl)cccc1-c1ccc2OCCOc2c1 |r|,10050
C[C@](CO)(NCc1cc(Cl)c(OCc2cccc(-c3ccc4OCCOc4c3)c2C#N)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
OC[C@@H](NCc1cc(Cl)c(OCc2cccc(-c3ccc4OCCOc4c3)c2C#N)cc1OCc1cccc(c1)C#N)C(O)=O |r|,5.3
